run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	experiment_alias	fastq_bytes	fastq_ftp	submitted_bytes	submitted_ftp	sra_bytes	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19762788	SAMN29221131	SRX15807562	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01965_batch10_rep1	1529017490;1537136681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/088/SRR19762788/SRR19762788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/088/SRR19762788/SRR19762788_2.fastq.gz			2173668006	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/088/SRR19762788/SRR19762788.lite	HG01965		
SRR19762789	SAMN29221132	SRX15807564	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01970_batch02_rep1	1340126650;1342752076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/089/SRR19762789/SRR19762789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/089/SRR19762789/SRR19762789_2.fastq.gz			1902256327	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/089/SRR19762789/SRR19762789.lite	HG01970		
SRR19762792	SAMN29221129	SRX15807560	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01951_batch16_rep1	1615935116;1628587382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/092/SRR19762792/SRR19762792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/092/SRR19762792/SRR19762792_2.fastq.gz			2378078024	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/092/SRR19762792/SRR19762792.lite	HG01951		
SRR19762791	SAMN29221130	SRX15807561	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01953_batch09_rep1	1584151436;1589285529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/091/SRR19762791/SRR19762791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/091/SRR19762791/SRR19762791_2.fastq.gz			2278390038	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/091/SRR19762791/SRR19762791.lite	HG01953		
SRR19762793	SAMN29221127	SRX15807558	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01945_batch04_rep1	1358456835;1360042283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762793/SRR19762793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762793/SRR19762793_2.fastq.gz			1982293341	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/093/SRR19762793/SRR19762793.lite	HG01945		
SRR19762794	SAMN29221125	SRX15807556	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01932_batch11_rep1	1704230642;1708862501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/094/SRR19762794/SRR19762794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/094/SRR19762794/SRR19762794_2.fastq.gz			2482683461	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/094/SRR19762794/SRR19762794.lite	HG01932		
SRR19762797	SAMN29221128	SRX15807559	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01950_batch08_rep1	1380497923;1384559728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762797/SRR19762797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762797/SRR19762797_2.fastq.gz			1978234141	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/097/SRR19762797/SRR19762797.lite	HG01950		
SRR19762795	SAMN29221124	SRX15807555	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01921_batch07_rep1	1251087247;1254623814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/095/SRR19762795/SRR19762795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/095/SRR19762795/SRR19762795_2.fastq.gz			1791979170	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/095/SRR19762795/SRR19762795.lite	HG01921		
SRR19762799	SAMN29221122	SRX15807553	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01918_batch14_rep1	1959389768;1961129063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/099/SRR19762799/SRR19762799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/099/SRR19762799/SRR19762799_2.fastq.gz			2804501472	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/099/SRR19762799/SRR19762799.lite	HG01918		
SRR19762802	SAMN29221082	SRX15807550	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01598_batch06_rep1	1574550331;1593638539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762802/SRR19762802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762802/SRR19762802_2.fastq.gz			2248880598	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/002/SRR19762802/SRR19762802.lite	HG01598		
SRR19762814	SAMN29221031	SRX15807534	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01161_batch13_rep1	1873088392;1874570934	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762814/SRR19762814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762814/SRR19762814_2.fastq.gz			2669964685	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/014/SRR19762814/SRR19762814.lite	HG01161		
SRR19762804	SAMN29221079	SRX15807546	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01589_batch02_rep1	1132110391;1133525940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762804/SRR19762804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762804/SRR19762804_2.fastq.gz			1613793707	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/004/SRR19762804/SRR19762804.lite	HG01589		
SRR19762816	SAMN29221033	SRX15807536	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01164_batch07_rep1	1053443824;1057972875	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/016/SRR19762816/SRR19762816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/016/SRR19762816/SRR19762816_2.fastq.gz			1518087664	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/016/SRR19762816/SRR19762816.lite	HG01164		
SRR19762809	SAMN29221076	SRX15807543	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01524_batch01_rep1	1548318357;1550647447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762809/SRR19762809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762809/SRR19762809_2.fastq.gz			2200717866	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/009/SRR19762809/SRR19762809.lite	HG01524		
SRR19762811	SAMN29221072	SRX15807539	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01509_batch06_rep1	1587063066;1605951083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/011/SRR19762811/SRR19762811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/011/SRR19762811/SRR19762811_2.fastq.gz			2264224555	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/011/SRR19762811/SRR19762811.lite	HG01509		
SRR19762821	SAMN29221024	SRX15807527	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01073_batch14_rep1	1589087659;1591674389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762821/SRR19762821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762821/SRR19762821_2.fastq.gz			2284847380	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/021/SRR19762821/SRR19762821.lite	HG01073		
SRR19762815	SAMN29220933	SRX15807533	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00127_batch16_rep1	1027800239;1031956592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762815/SRR19762815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762815/SRR19762815_2.fastq.gz			1517774213	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/015/SRR19762815/SRR19762815.lite	HG00127		
SRR19762819	SAMN29221028	SRX15807530	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01125_batch05_rep1	2343985987;2342191898	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762819/SRR19762819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762819/SRR19762819_2.fastq.gz			3384644638	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/019/SRR19762819/SRR19762819.lite	HG01125		
SRR19762824	SAMN29221029	SRX15807531	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01131_batch06_rep1	1390352582;1406613696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/024/SRR19762824/SRR19762824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/024/SRR19762824/SRR19762824_2.fastq.gz			1988335688	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/024/SRR19762824/SRR19762824.lite	HG01131		
SRR19762827	SAMN29221168	SRX15807521	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02250_batch05_rep1	2630421065;2620438223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762827/SRR19762827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762827/SRR19762827_2.fastq.gz			3798928821	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/027/SRR19762827/SRR19762827.lite	HG02250		
SRR19762822	SAMN29221025	SRX15807526	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01092_batch04_rep1	1280343798;1283617233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/022/SRR19762822/SRR19762822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/022/SRR19762822/SRR19762822_2.fastq.gz			1881622482	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/022/SRR19762822/SRR19762822.lite	HG01092		
SRR19762831	SAMN29221170	SRX15807524	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02271_batch12_rep1	1459628344;1462753074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/031/SRR19762831/SRR19762831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/031/SRR19762831/SRR19762831_2.fastq.gz			2109067098	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/031/SRR19762831/SRR19762831.lite	HG02271		
SRR19762823	SAMN29221027	SRX15807529	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01113_batch11_rep1	1358728111;1363005597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762823/SRR19762823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762823/SRR19762823_2.fastq.gz			1999983045	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/023/SRR19762823/SRR19762823.lite	HG01113		
SRR19762832	SAMN29221165	SRX15807518	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02230_batch06_rep1	1517763927;1536487284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/032/SRR19762832/SRR19762832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/032/SRR19762832/SRR19762832_2.fastq.gz			2162360970	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/032/SRR19762832/SRR19762832.lite	HG02230		
SRR19762837	SAMN29221163	SRX15807515	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02215_batch02_rep2	1382809912;1385232112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/037/SRR19762837/SRR19762837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/037/SRR19762837/SRR19762837_2.fastq.gz			1966129423	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/037/SRR19762837/SRR19762837.lite	HG02215		
SRR19762829	SAMN29221167	SRX15807519	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02236_batch10_rep1	1438861620;1444886164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762829/SRR19762829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762829/SRR19762829_2.fastq.gz			2082421170	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/029/SRR19762829/SRR19762829.lite	HG02236		
SRR19762838	SAMN29221164	SRX15807517	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02220_batch07_rep1	1768237356;1771955339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/038/SRR19762838/SRR19762838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/038/SRR19762838/SRR19762838_2.fastq.gz			2512522532	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/038/SRR19762838/SRR19762838.lite	HG02220		
SRR19762830	SAMN29221169	SRX15807522	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02265_batch13_rep1	1642648947;1645067993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762830/SRR19762830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762830/SRR19762830_2.fastq.gz			2349595763	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/030/SRR19762830/SRR19762830.lite	HG02265		
SRR19762841	SAMN29221119	SRX15807507	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01890_batch03_rep1	1482168227;1486520973	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762841/SRR19762841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762841/SRR19762841_2.fastq.gz			2104501488	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/041/SRR19762841/SRR19762841.lite	HG01890		
SRR19762836	SAMN29221162	SRX15807512	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02188_batch06_rep1	1465752108;1485448851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/036/SRR19762836/SRR19762836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/036/SRR19762836/SRR19762836_2.fastq.gz			2092337764	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/036/SRR19762836/SRR19762836.lite	HG02188		
SRR19762842	SAMN29221117	SRX15807506	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01878_batch10_rep1	1847827633;1856412532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762842/SRR19762842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762842/SRR19762842_2.fastq.gz			2626089804	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/042/SRR19762842/SRR19762842.lite	HG01878		
SRR19762839	SAMN29221161	SRX15807511	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02185_batch15_rep1	1313798699;1316119709	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/039/SRR19762839/SRR19762839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/039/SRR19762839/SRR19762839_2.fastq.gz			1877228602	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/039/SRR19762839/SRR19762839.lite	HG02185		
SRR19762843	SAMN29221118	SRX15807505	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01879_batch08_rep1	1489889083;1492401171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/043/SRR19762843/SRR19762843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/043/SRR19762843/SRR19762843_2.fastq.gz			2127081305	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/043/SRR19762843/SRR19762843.lite	HG01879		
SRR19762849	SAMN29221111	SRX15807499	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01853_batch13_rep1	1543566923;1545770913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/049/SRR19762849/SRR19762849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/049/SRR19762849/SRR19762849_2.fastq.gz			2216634867	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/049/SRR19762849/SRR19762849.lite	HG01853		
SRR19762844	SAMN29221120	SRX15807508	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01893_batch12_rep1	1620427966;1620132510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/044/SRR19762844/SRR19762844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/044/SRR19762844/SRR19762844_2.fastq.gz			2328764980	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/044/SRR19762844/SRR19762844.lite	HG01893		
SRR19762850	SAMN29220939	SRX15807498	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00148_batch05_rep3	2299698191;2294624922	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/050/SRR19762850/SRR19762850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/050/SRR19762850/SRR19762850_2.fastq.gz			3331206688	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/050/SRR19762850/SRR19762850.lite	HG00148		
SRR19762845	SAMN29220939	SRX15807510	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00148_batch11_rep1	1346104953;1348578529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/045/SRR19762845/SRR19762845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/045/SRR19762845/SRR19762845_2.fastq.gz			1961971382	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/045/SRR19762845/SRR19762845.lite	HG00148		
SRR19762847	SAMN29221114	SRX15807502	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01863_batch11_rep1	1300081775;1302850513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/047/SRR19762847/SRR19762847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/047/SRR19762847/SRR19762847_2.fastq.gz			1907814490	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/047/SRR19762847/SRR19762847.lite	HG01863		
SRR19762853	SAMN29221110	SRX15807497	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01851_batch10_rep1	1753792093;1767311752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/053/SRR19762853/SRR19762853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/053/SRR19762853/SRR19762853_2.fastq.gz			2533983998	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/053/SRR19762853/SRR19762853.lite	HG01851		
SRR19762851	SAMN29221113	SRX15807501	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01862_batch04_rep1	1604617951;1607991986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/051/SRR19762851/SRR19762851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/051/SRR19762851/SRR19762851_2.fastq.gz			2330943793	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/051/SRR19762851/SRR19762851.lite	HG01862		
SRR19762854	SAMN29221071	SRX15807496	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01506_batch14_rep1	1422036506;1423708726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/054/SRR19762854/SRR19762854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/054/SRR19762854/SRR19762854_2.fastq.gz			2043529143	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/054/SRR19762854/SRR19762854.lite	HG01506		
SRR19762852	SAMN29221115	SRX15807503	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01870_batch05_rep1	2265705467;2262939930	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/052/SRR19762852/SRR19762852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/052/SRR19762852/SRR19762852_2.fastq.gz			3263138263	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/052/SRR19762852/SRR19762852.lite	HG01870		
SRR19762858	SAMN29221070	SRX15807494	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01503_batch15_rep1	1469548042;1470912903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/058/SRR19762858/SRR19762858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/058/SRR19762858/SRR19762858_2.fastq.gz			2082043611	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/058/SRR19762858/SRR19762858.lite	HG01503		
SRR19762857	SAMN29221075	SRX15807542	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01522_batch08_rep1	1527033644;1529197969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/057/SRR19762857/SRR19762857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/057/SRR19762857/SRR19762857_2.fastq.gz			2178569765	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/057/SRR19762857/SRR19762857.lite	HG01522		
SRR19762861	SAMN29221064	SRX15807489	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01479_batch02_rep1	1113458116;1116368577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/061/SRR19762861/SRR19762861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/061/SRR19762861/SRR19762861_2.fastq.gz			1594710410	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/061/SRR19762861/SRR19762861.lite	HG01479		
SRR19762859	SAMN29221068	SRX15807492	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01494_batch10_rep1	1477429250;1485088949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762859/SRR19762859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762859/SRR19762859_2.fastq.gz			2137362240	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/059/SRR19762859/SRR19762859.lite	HG01494		
SRR19762862	SAMN29221065	SRX15807488	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01488_batch12_rep1	1201375401;1205052552	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762862/SRR19762862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762862/SRR19762862_2.fastq.gz			1743498192	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/062/SRR19762862/SRR19762862.lite	HG01488		
SRR19762860	SAMN29221066	SRX15807490	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01489_batch12_rep1	1596332213;1603799896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/060/SRR19762860/SRR19762860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/060/SRR19762860/SRR19762860_2.fastq.gz			2338504060	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/060/SRR19762860/SRR19762860.lite	HG01489		
SRR19762864	SAMN29221069	SRX15807493	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01501_batch12_rep1	1320790760;1325836833	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/064/SRR19762864/SRR19762864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/064/SRR19762864/SRR19762864_2.fastq.gz			1932840825	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/064/SRR19762864/SRR19762864.lite	HG01501		
SRR19762870	SAMN29221021	SRX15807480	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01055_batch11_rep1	1210180894;1213321978	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/070/SRR19762870/SRR19762870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/070/SRR19762870/SRR19762870_2.fastq.gz			1775638259	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/070/SRR19762870/SRR19762870.lite	HG01055		
SRR19762867	SAMN29221060	SRX15807483	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01395_batch06_rep1	1698075711;1717064490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/067/SRR19762867/SRR19762867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/067/SRR19762867/SRR19762867_2.fastq.gz			2416768322	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/067/SRR19762867/SRR19762867.lite	HG01395		
SRR19762873	SAMN29221018	SRX15807477	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01031_batch15_rep1	1420109194;1421097841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/073/SRR19762873/SRR19762873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/073/SRR19762873/SRR19762873_2.fastq.gz			2020676015	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/073/SRR19762873/SRR19762873.lite	HG01031		
SRR19762868	SAMN29221022	SRX15807482	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01060_batch06_rep1	1542727686;1561767449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/068/SRR19762868/SRR19762868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/068/SRR19762868/SRR19762868_2.fastq.gz			2203804101	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/068/SRR19762868/SRR19762868.lite	HG01060		
SRR19762874	SAMN29221017	SRX15807476	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01029_batch05_rep1	2865051497;2852843368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/074/SRR19762874/SRR19762874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/074/SRR19762874/SRR19762874_2.fastq.gz			4166864800	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/074/SRR19762874/SRR19762874.lite	HG01029		
